smiles,logP,penalized_logP,qed,3pbl_docking,SA
Cc1nc(NC(=O)[C@](C)(N)C(F)(F)F)ccc1Br,2.3707200000000004,-0.18044715059892,0.8767220112038319,-6.8,3.2945673263427118
C=C(C)COc1cccc2c1N[C@H](c1ccc(O)c(OC)c1)[C@H]1CC=C[C@H]21,5.182200000000004,1.4659619385244265,0.7186302332066437,-7.4,3.5574457899904255
Cn1cc(C[NH+]2CCC3(CC[C@H](CNC(=O)c4ccccc4)O3)CC2)c2ccccc21,2.704800000000001,-1.0230701599297598,0.6694066211598538,-9.9,4.192343150597496
Cc1nn(-c2ccc(F)cc2)c(C)c1C(=O)OCC#N,2.3086200000000003,1.0822663978111122,0.8046452911968944,-6.8,2.204541529657172
O=C(Nc1ccc(F)cc1)NC1CCN(C(=O)CCc2nc(-c3ccccn3)no2)CC1,3.016000000000002,1.4456014759709708,0.6117068126909138,-9.0,2.313171171676334
CCCC[NH2+]Cc1ccccc1C1CC1,2.4275,-0.0337582766927566,0.6853963348292221,-6.9,3.205200023991752
O=C(Nc1cccc([N+](=O)[O-])c1)C(=O)N1CCO[C@@H](c2ccccc2)C1,2.1334,0.4426307562095616,0.5162028844006294,-9.1,2.6363635375139953
CC(=O)N1CC[C@H](C[NH+](C)Cc2cc(F)c(F)cc2F)C1,0.987,-2.09232472767113,0.8242881643173072,-7.4,4.08456211886992
CCc1cnc(NC(=O)[C@@H]2CCC(=O)O2)s1,1.3496,-0.5857193186110534,0.8096505811299117,-6.4,3.0382638539599984
Cc1nn(-c2ccccc2)c(Cl)c1C(=O)NC12CC3CC(CC(C3)C1)C2,4.532720000000004,-5.90386820265329,0.8632999046930759,-9.7,3.523568880082763
C[C@@H](C(=O)N1CCCC1)N1CCN(C(=O)c2cc3ccccc3n2C)CC1,1.947,0.3268938595903649,0.8320255312365543,-8.3,2.6244270347553815
C[C@@H]1CO[C@H](CO)CN1Cc1c(Cl)nc2sccn12,1.6307999999999996,-1.2319804170805542,0.936058225782955,-6.5,3.741365552623537
CC[S@@](=O)[C@H]1CCCC[C@@H]1NC(=O)Nc1ccc2c(c1)OCO2,2.616600000000001,-0.2318350638783299,0.8846489303531444,-8.3,3.480619341385977
CCc1nn(C)cc1NC(=O)[C@H]1CCCN1c1ncnc2sccc12,2.5947000000000005,0.0347605266727772,0.7775333123589326,-5.3,3.24536584555754
Cc1c(C(=O)N(C)C2CCCCC2)sc2ccccc12,4.614420000000004,2.796085060088348,0.7892764690957262,-7.4,2.116727941140427
C[C@@H](C(=O)NCc1cccc(OCC(F)F)n1)N1CC[NH+](C)CC1,-0.4394999999999978,-2.9597877227929983,0.7048689712676034,-7.6,3.977973762395025
Cc1ccnc(SC[C@@H]2Cc3ccccc3S2)n1,3.594120000000002,0.873610957401916,0.6307685814537679,-7.4,3.1271675535150454
CC1([C@@](C)(NCc2cccs2)C(N)=O)CC1,1.8818,-0.7458394313150145,0.8226587180440401,-5.8,3.481773907627261
C[C@H](CNC(=O)c1ccc(-c2cnco2)cc1)Oc1ccc(Cl)cc1,4.192300000000003,1.9647466829901443,0.7187808641030284,-8.4,2.5647889224806164
C[C@@H](OC(=O)c1cc(-c2ccccc2)nn1-c1ccccc1)C(=O)c1c(N)n(C)c(=O)n(C)c1=O,1.9470999999999992,-0.0301463579369532,0.3344115617595227,-7.6,2.922473121020344
Cc1ccc(CN2CC[NH+](Cc3ccc4c(c3)OCO4)CC2)c(C)c1,1.9328399999999997,-0.4147944577685902,0.9219086776872496,-9.5,3.23519981362659
COCC1CCN(C(=O)Nc2ccc(-n3ncn(C)c3=O)cc2)CC1,1.4612999999999996,0.1897201495345866,0.9095549258694472,-8.1,2.4561147248006954
COc1ccc(CC(=O)N/N=C\c2cccs2)cc1OC,2.458100000000001,1.3714210475152513,0.6585465064026071,-7.1,2.050245928124477
C[C@H]1CCCN(/C(=C/C#N)c2ccccc2)C1,3.282980000000002,0.9777843519382584,0.7235116082772494,-7.0,2.85906290236745
COC[C@@H](C)NC(=O)C(=O)Nc1ccc(C(C)=O)cc1,0.9787999999999996,-0.0134075211114014,0.6208433959124782,-6.7,2.3447111740031037
C[C@@H](CO)[NH2+][C@@H](c1ccc(F)cc1)C1CCCC1,2.0012,-1.1066494254070445,0.8260411590937151,-7.3,3.8524285660109943
CC[C@H](C)NC(=O)CSc1nc2ccccc2c(=O)n1-c1nc[nH]n1,1.5105999999999995,-0.6418481522706281,0.511047677962596,-7.0,3.1788513818522297
CC(C)CC(=O)C1=C([O-])C(=O)N(CCc2ccccc2)[C@@H]1c1ccc(O)cc1,2.7478000000000007,0.4088887465819272,0.8033004941080739,-7.6,3.022258544576104
COc1ccc(F)c(N2C(=O)CNC(=O)[C@@H]2C(C)C)c1,1.3217,-0.4660617491737186,0.9081967017214896,-6.9,2.922152199644131
CCN(CC)S(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1C,1.95552,0.4920304323544411,0.8043135205841164,-7.2,2.4915638424527415
Cc1cccc(CN2CCN(CN3C(=O)C(=O)c4ccc(N5CCCC5)cc43)CC2)c1,2.899820000000001,1.370242393143082,0.6990983917540994,-7.3,2.30842062667932
CNC(=O)CC[NH+]1CCOc2c(O)cc(-c3csc4ccccc34)cc2C1,2.1873000000000005,-4.628507610677791,0.6472045360422625,-9.2,3.9968379084970245
O=C(Cc1csc(-c2cccs2)n1)NCCn1ccc2ccc(F)cc21,4.324300000000003,2.223992535709846,0.5371516975143525,-8.8,2.4252776676013124
Cc1ccccc1-n1c(S[C@@H](C)C(=O)N[C@](C)(C#N)C(C)C)nnc1-c1ccncc1,4.172800000000003,1.1514474788994475,0.5606779577714814,-7.4,3.2322193586167414
Cc1cc(C)c2c(c1)/C(=N/NC(=O)Cn1ccc(C(F)(F)F)n1)CCC2,3.3755400000000018,1.1648249939890662,0.8491676062553738,-9.0,2.7568506433098143
O=C(CSc1nncs1)Nc1c(Br)cc([N+](=O)[O-])cc1Br,3.7021000000000015,1.541730059949037,0.4206260064322359,-6.8,2.6324226655250076
O=C([C@H]1CCC(=O)N1S(=O)(=O)c1ccccc1)N1CCCCC1,1.3787999999999998,-0.0140874733874192,0.8356032092391091,-7.8,2.578178228508577
N#CCCN(Cc1ccc(N2CCCC2)[nH+]c1)CC1CC1,2.22658,-0.4769124318587684,0.7714221979157839,-7.0,3.4580736330425097
C[C@H]1CN(CC(=O)N[C@H]2CCC[C@@H](C)[C@H]2C)C(C)(C)CO1,2.4266,-0.8263336168562658,0.8694671209396104,-6.6,3.866164031294188
COc1ccc(C[NH+](C)CC(C)(C)O)cc1O,0.1864000000000002,-2.445879735432776,0.6883142137348659,-5.7,3.913492729682991
C[C@@H]([C@@H](C)C(=O)NN)[NH+]1CCC[C@@H]1CCCO,-1.1792999999999976,-5.072499482464281,0.2697217885225734,-5.8,5.310507658078389
C/C=C/C=C/C(=O)NC[C@H]1CN2CCCC[C@@H]2CO1,1.4881999999999995,-1.0903811201663671,0.6176642411059634,-7.3,3.540157254255238
CC1CCC2(CC1)NC(=O)N(CC(=O)O[C@@H](C)C(=O)N(C)c1ccccc1)C2=O,2.0817999999999994,-0.463339747158249,0.601988696375625,-8.3,3.3624477941291726
CC[C@@H](Oc1cccc(OC)c1)C(N)=O,1.3379,0.2778943989835076,0.7955154743921324,-6.4,2.3106744636444763
C[NH2+][C@](C)(CCSc1ccncc1)C(=O)[O-],-0.7343999999999997,-3.478622435398991,0.6653230989014943,-5.6,4.2392910567572
C[C@H]1CCCN(C(=O)Cn2nc(Cc3cccnc3)c3ccccc3c2=O)C1,2.6408000000000005,0.6807437007189625,0.7019980154644312,-8.4,2.733066171137576
CCOc1ccc([C@@H]2C[C@H](c3cccnc3)Nc3nnnn32)cc1,2.6130999999999998,-0.2099719530897595,0.795369733407385,-8.2,3.46033438961486
Cc1cc(NC(=O)N2CCO[C@H](c3ccc(Br)cc3)C2)no1,3.350920000000001,1.1444945645903926,0.8852954387358314,-7.7,2.7594835709632584
CN(C(=O)CSc1nnc(-c2ccc(Cl)cc2)n1C[C@H]1CCCO1)[C@@H]1CCS(=O)(=O)C1,2.5151000000000003,-0.0543464378734541,0.5570498893104456,-7.8,3.2733880283191334
Cc1n[nH]cc1C(=O)NNC(=O)c1ccnc(OC(C)(C)C)c1,1.365219999999999,-0.404380692963486,0.7407135557389892,-7.5,2.896012300446362
O=C(CNC(=O)c1ccc(Oc2ccccc2)cc1)Nc1ccc(-c2nnc3n2CCCCC3)cc1,4.832300000000004,-0.646513015312133,0.393933139517903,-5.9,2.213490200900166
CCOc1ccc(C(F)(F)F)cc1NC(=O)N(C)[C@H](C)CS(C)(=O)=O,3.000900000000001,0.771448233241574,0.8207079778826897,-6.8,2.8670314668593146
Cc1nc(CNC(=O)[C@H]2CCO[C@H]2C)sc1C(=O)[O-],-0.14378,-2.6878676570531086,0.8298834855841626,-6.6,3.9232103257990802
Cc1nc(C)c(C(=O)N2CCC(c3cc4c(C)cccc4cn3)CC2)o1,4.167860000000004,1.8494622170557495,0.6966463693537104,-8.8,2.6467758512100232
Cc1ccc(/C=C/C(=O)NNC(=O)COc2cccc(C)c2C)cc1,2.851460000000001,1.682621686206256,0.6506202503519296,-8.7,2.019549477934884
C[C@H]1CCCN(c2ccc3nccnc3n2)[C@@H]1C[NH3+],0.8715999999999999,-1.941144891564172,0.8675447169618546,-6.5,3.8911950164930005
O=C(NCCn1ncccc1=O)c1cc(C2CC2)on1,0.5386999999999991,-0.4718475478123921,0.858968157272401,-7.4,2.471080167861073
C#Cc1cccc(N(CC(=O)N2CCC[C@H](NC(C)=O)C2)C(C)C)c1,2.0098000000000003,-0.1495325304951784,0.833773576195801,-7.9,3.0586205278317866
COC(=O)CCn1c(=O)cc(C(F)(F)F)c2cn(C)nc21,1.3169,-0.2139919975507929,0.8021007762516726,-7.1,2.7089785105420603
CCOc1ccc(C(=O)/C=C/Nc2cc(C)cc(C)c2)cc1,4.510640000000003,2.7763463286861247,0.6291476873352404,-8.3,2.072776210784772
CCNc1cc(C[NH+]2CCC(CC)CC2)ccc1[N+](=O)[O-],2.2315,-0.7423532186691071,0.6242115125186337,-7.3,3.682476736468675
COc1ccccc1C(=O)Nc1ccc(OC(F)F)c(F)c1,3.6880000000000015,2.537759926166621,0.9158965493519686,-8.3,1.7929205829118509
COc1ccc(Nc2ccccc2NC(=O)c2cc(OC)cc(OC)c2)cc1,4.708300000000003,3.1953200269319924,0.6232092932575736,-6.8,1.8381856215857404
Cc1nn(CC(=O)c2cccn2C)c(C)c1[N+](=O)[O-],1.62954,0.2169048320115421,0.4760068702384542,-6.0,2.5313837851534764
Cc1cnn(Cc2nc(Cc3ccccc3C)no2)c1,2.5220400000000005,1.0885577916353952,0.7292565187113734,-7.6,2.3235542569298993
C=CCOc1ccc(C(=O)C2=C([O-])C(=O)N(c3cc(C)on3)[C@H]2c2ccccc2F)cc1,3.272120000000002,0.4496707975403745,0.4192304520838439,-6.8,3.2935063517768324
CCc1nnc(N2C(=O)c3oc4ccc(Cl)cc4c(=O)c3[C@@H]2c2ccc(F)cc2)s1,4.749200000000003,1.9000031844041367,0.4582815719436952,-5.7,2.9430786421190884
CC[C@H](C)N(C)[C@@H](C[NH3+])c1ccco1,1.2929000000000004,-1.7855546778093954,0.7727673639847086,-4.9,4.006639974818148
O=C(CO)Nc1cccc([N-]S(=O)(=O)c2ccccc2Cl)c1,2.664900000000001,0.3686449323640395,0.8745333771764553,-8.0,3.007577833857627
Cc1ccc(C)c(N2C[C@@](O)(c3ccc(F)cc3)[N+]3=C2SCCC3)c1,3.613240000000002,0.7062856454611981,0.8319122529051487,-6.9,3.277950840140421
Cc1ccc(/N=C2/C=C([O-])[C@@H](NO)c3ccccc32)cc1,2.3935200000000005,-0.3709906287316464,0.8293992793916876,-8.0,3.4668713067361434
Cc1ccc(-c2ncco2)cc1NCc1ccccc1OCC(=O)N(C)C,3.729120000000002,1.9248040280366043,0.6909506672016543,-8.1,2.328439248551309
Cc1[nH]c2ccccc2c1/C=C1\C(=O)N(c2ccccc2)C(=O)N=C1O,3.9830200000000016,1.815691477075447,0.6888441338683224,-7.2,2.567338221272392
CC[C@H](NC(=O)NC[C@@H](C)c1ccc(F)cc1F)c1c(C)nn(C)c1C,3.8691400000000034,0.84768234445155,0.8174467109841607,-8.0,3.3089378201744015
COc1ccc(N2CCN(S(=O)(=O)c3c(C)noc3C)CC2)cc1,1.81094,0.9241228569769098,0.8361673567575783,-7.7,2.046755421670845
C[C@H]1CCN(C(=O)Nc2ccc(O[C@@H]3CCOC3)cc2)[C@H](C)C1,3.5066000000000024,0.733249404770743,0.9276736560816988,-8.8,3.1933557050223405
CC(C)[C@@H](CNC(=O)Nc1cnc2ccccc2c1)N1CCOCC1,2.7131000000000016,0.774367807587667,0.8767165157149407,-8.6,2.697023537865233
C[NH+](CCS(C)(=O)=O)[C@H]1CCC[C@@H]1O,-1.540899999999997,-4.97579206963375,0.6059269784695176,-4.7,5.019253879298008
Cc1nc2cc(NC(=O)C(=O)N3CCCC3)ccc2o1,1.69712,0.6697561919101025,0.8022885377431225,-8.0,2.1927797630027737
CC(=O)N(c1ccc(F)cc1)c1nc(/C=C/C(=O)c2ccc(F)cc2)cs1,5.002000000000002,2.767098033193552,0.4593441583947333,-9.3,2.36658871487446
C[C@@H](Nc1ccc(C#N)c(C(F)(F)F)c1)c1ccoc1,4.343180000000003,1.561824513350024,0.9091827755623728,-7.6,2.9889198453317753
CN[C@]1(C(=O)OC)CC[C@@H](N2CCC[NH+]3CCC[C@@H]3C2)C1,-0.5768999999999973,-8.092480359485545,0.6844740797101946,-7.0,5.278437472589733
C[NH2+]CC[C@H]1CCCCN1c1nc2ccc(C)cn2n1,0.9799199999999996,-1.8612154960920892,0.9039924628265654,-7.2,3.8875546753293637
Cc1ccc(-n2c(S[C@H](C)C(=O)NC3CCCCC3)nnc2N2CCCCC2)cc1,4.495520000000004,1.9959563894434724,0.6881053674642647,-7.4,2.715290631509008
O=C(NCCc1ccncc1)c1cc2cccnn2n1,1.0967999999999998,-0.1993824993546439,0.7679072064843839,-7.9,2.56863235340969
CCOC(=O)[C@@H](CN=[N+]=[N-])Nc1ccc(F)cc1,2.4796000000000005,0.3491247090015016,0.3648882210467508,-6.2,2.915978804603581
Cc1cc(N2CCN(C(=O)NCC[NH+](C(C)C)C(C)C)CC2)nc(C(C)C)[nH+]1,0.8608200000000026,-2.167286568922428,0.7233156441732974,-8.1,4.073657544662662
CC(=O)N[C@@H](C)C(=O)N1CCN(C(=O)C(c2ccccc2)c2ccccc2)CC1,2.0139,0.5025148936232233,0.8449455992857611,-6.8,2.516805140658221
O=Cc1ccc(Sc2nnc(-c3ccccc3)o2)c([N+](=O)[O-])c1,3.608500000000001,1.832676556292036,0.400718483138021,-8.2,2.3350985142325733
O=C(Nc1ccccc1)C1CCN(C(=O)c2ccc(-c3nc4ccccc4s3)o2)CC1,5.047200000000004,3.0457703232693003,0.4907671198605239,-8.7,2.160324836315837
COC(=O)[C@]1(F)CCN(C(=O)c2ccc(OCCC(C)C)cc2)C1,2.838700000000001,0.6892398321105984,0.7491917278426837,-7.5,2.841202308475811
CC[C@H](C)C[C@H](C)NC(=O)N(C)[C@@H]1CCN(CC(F)(F)F)C1=O,2.615700000000001,-0.5936924394435688,0.8099549135271451,-7.2,3.782103607120245
O=C(N[C@@H](CO)c1ccccc1F)c1cn(-c2ccc(F)cc2)nn1,2.0089,0.2866983756494136,0.7419759198950596,-8.6,2.6940156288728154
O=C1NC2(CCN(C(=O)[C@@H]3CC(=O)N(C4CCCCC4)C3)CC2)Nc2ccccc21,2.341799999999999,-0.5257805342295423,0.7842034268222915,-10.7,3.5659459570702765
CCCC[C@H](NS(=O)(=O)c1cccc(Br)c1)C(=O)[O-],1.0361,-0.6514296124966408,0.7968590331346658,-6.4,2.9105710189687635
Cn1ncnc1CCNC(=O)N[C@@H](c1ccccc1)C(C)(C)C,2.4442000000000004,0.413936304329044,0.8899755246026143,-7.6,2.8412750554316535
CC[C@H]1CCCCN1C(=O)[C@H](C)OC(=O)c1ccc2nc(C)c(C)nc2c1,3.5830400000000022,0.9977497895843348,0.7703722131906088,-8.0,3.0171092376037087
CCC(=O)N1CCC(Cc2cc(NC3CCCC3)nc(C)[nH+]2)CC1,2.749720000000001,0.1081421959999888,0.9023476610570976,-8.2,3.274381298973296
Cc1cc(NC(=O)C[NH+]2CCN([C@H](C)C(=O)c3c[nH]c4ccccc34)CC2)no1,0.874720000000001,-1.908851049149572,0.5377300428765804,-9.5,3.8660590026352093
CC(C)[NH+]1CCN([C@H](C)C(=O)N2CCC[C@H](C(N)=O)C2)CC1,-1.292299999999996,-3.8080353271188256,0.6784487305416577,-6.8,4.189384325260136
[NH3+][C@H](COc1ccccc1)[C@@H]1CCOC2(CCCC2)C1,2.4153,-1.1419217501573489,0.9176926104577542,-7.9,4.1229763272133795
O=C(C[C@H]1CCS(=O)(=O)C1)NNC(=O)c1ccc(-c2ccccc2F)s1,2.140000000000001,0.1337048874996303,0.7747747977579199,-9.1,2.8980377237128394
C[C@@H](C[C@@H]1CCCC[NH2+]1)[NH2+][C@@H]1CCCCC[C@H]1C,1.4131000000000016,-7.04339768466,0.7115194294105067,-7.2,5.561542236729361
CN(CC(C)(CO)CO)c1cc[nH+]c2ccc(Cl)cc12,1.7343999999999995,-1.337675661597906,0.8831818481682888,-6.4,3.889900410776053
O=C(NNC(=S)Nc1ccccc1C(F)(F)F)C1[C@H]2CCCC[C@@H]12,3.459200000000002,0.7609702443857922,0.56049805785702,-9.1,3.3156132282627198
C[C@H](NC(=O)Cc1c[nH]c2ccccc12)c1ccc(Cl)s1,4.302700000000002,2.0368012034320024,0.739715094685174,-8.3,2.568932075966913
Cc1ccc(C(=O)Nc2cccc(Cl)c2N2CCCC2)cc1Cl,5.154320000000003,3.4304860218769173,0.8306808603413632,-8.1,1.9016093587726495
COc1ccc(Cl)cc1NC(=O)/C(C#N)=C\[C@H]1C=NN=C1c1ccc(C)cc1,4.150400000000003,1.0343247057567606,0.6120467196089688,-7.7,3.316928337101009
CCC[C@@H](O)CNC(=O)N[C@@H](C)c1cnn(C)c1,0.9413,-0.970920225373516,0.7066278242415454,-6.3,3.1220225636100336
CN(C[C@@H](O)C1CC1)C(=O)[C@@H](Sc1ccccc1)c1ccccc1,3.7493000000000025,1.1388616030135408,0.7798962908850348,-7.1,2.996141192877877
CN(C(=O)CCCCC(=O)[O-])C1CC[NH+](C)CC1,-1.5677999999999963,-3.9865689330347625,0.5841541555546379,-5.9,4.177979947185008
COC[C@H](N[C@@H](C)c1ccc(-n2cncn2)cc1Cl)c1ccccc1,3.959000000000003,1.1740030722374513,0.6958324642073029,-7.7,3.0889095119423278
CCOCC(=O)Nc1ccc(S(=O)(=O)/N=C(/C)[O-])cc1,0.1289999999999995,-0.8257943528892435,0.5930315051388161,-7.0,2.5279388723145146
Cc1ccc(NC(=O)NC[C@@H](O)CO)cc1Cl,1.12312,0.0604888665600644,0.6533631953097514,-6.8,2.3670669771746304
CO[C@@H]1C(=O)C(C(C)=O)=C(O)[C@]2(O)C(=O)c3c(cc4cccc(O)c4c3O)C[C@@H]12,1.3358999999999996,-1.857448805907725,0.5554422098465814,-8.2,4.091679939099588
CN1CCCc2cc(NC(=O)CCc3cccs3)ccc21,3.701800000000003,2.19190754939769,0.9334574814740864,-8.3,2.0896060416175413
CCOc1ccc(CNC(=O)N2CC[C@@H](C)C[C@H]2C)cc1OC,3.4239000000000024,1.1684224517328785,0.9041387731020522,-7.6,2.7820057410472128
CSc1ccccc1NC(=O)c1cn2c3c(cccc3c1=O)C[C@@H]2C,4.092800000000002,-15.768087089722329,0.7239036359265673,-8.3,2.7902288466409626
CCCc1nc2c3cc(OC)c(OC)cc3n(Cc3ccc([N+](=O)[O-])cc3)c(=O)n2n1,2.970400000000001,1.17719122738741,0.3315464848925116,-6.0,2.5106373906050496
CCC[C@@H](O)c1ccn(CC(=O)Nc2ccc(Cl)cc2)c1,3.6137000000000015,1.3913575983417534,0.8562559260886734,-7.5,2.706453601390642
Cc1ccccc1CN(C)C(=O)c1c(-c2c(F)cccc2Cl)noc1C,5.023140000000003,2.9171028376860404,0.6453570403967173,-7.4,2.253702566386739
CCc1nc2n(n1)CCC[C@@H]2NC(=O)CCCc1ccc2c(c1)CC(=O)N2,2.3091,-0.1450269693892246,0.8199103053811424,-9.3,3.229127257609452
O=C(Nc1nc(CC(=O)N2CCCCCC2)cs1)c1ccco1,2.9335000000000013,-1.884314216183106,0.933224667679721,-8.1,2.1409921265903655
C[C@@H]1CCN[C@H](C2CC2)C[NH+]1Cc1ccc(O)cc1,0.9375000000000002,-6.123543471815125,0.7572184617223149,-7.6,4.516908931517081
O=C([O-])CC1(NS(=O)(=O)C[C@H]2CCCO2)CCC1,-0.8524999999999987,-2.934746565114251,0.6813386674852004,-6.5,3.7166054670839586
C=CC1CC[NH+](Cc2ccccc2OCCOC)CC1,1.6926999999999996,-1.0195743928603411,0.6048706660974486,-7.3,3.6001314452588105
O=C(Nc1ccc2oc(-c3ccccc3F)nc2c1)c1ccco1,4.479200000000002,2.7899405930576657,0.6036505265259121,-9.5,2.043124452341667
O=C(c1cccc(O)c1)N1CCN(c2ncc(C(F)(F)F)cc2Cl)CC1,3.421800000000002,1.8757296740634288,0.8602625541766824,-7.8,2.190460258694431
COC(=O)c1c(NC(=O)[C@H]2[C@@H]3C=C[C@@H](CC3)[C@@H]2C(=O)[O-])sc(C)c1C,1.66834,-2.3591709653375417,0.6492206761554385,-7.5,4.703983024733377
Cc1cc(C)n(-c2cncc(N3CCOC[C@@H]3CC(C)C)n2)n1,2.5304400000000005,-0.0152314002110594,0.8675867012119909,-7.2,3.249674086496743
Cc1ccc(C(=O)N(C)Cc2ccsc2)n1C,2.6672200000000004,1.0683315526810415,0.8195005289218709,-6.1,2.4249660908421937
CC(C)N(CC(N)=O)C(=O)c1sc(-c2ccccc2)nc1-c1ccccc1,3.8130000000000015,2.120851250893577,0.7073858905419863,-5.8,2.213656123781341
O=C(Cn1c(=O)n(-c2ccccc2)c(=O)c2sccc21)Nc1ccc2c(c1)OCCO2,2.6238,1.1477513351831317,0.5321684794849438,-8.4,2.333400626679321
N#C[C@@H]1C(=O)N=C2C(=C1c1ccccc1Cl)CCc1ccccc12,4.209080000000003,1.1111057436263605,0.7851182204410957,-7.3,3.2870127979863
O=S(=O)(NCc1ccccc1OC(F)F)c1ccc2ccccc2c1,3.9197000000000015,2.47832345190115,0.7221886876133891,-9.3,1.9774336847140201
CC[C@H](C)c1ccccc1O[C@H](C)C(=O)Nc1cccc(N)c1,4.188300000000002,1.8633453003350675,0.7861319051223897,-7.9,2.647090116047213
CC(C)[C@H]1CN(Cc2ccccc2C(F)(F)F)CCO1,3.5622000000000025,1.3332655665844315,0.8425237106435041,-7.7,2.724951733443664
Cc1ccc(SCc2cn3c(C)cc(C)nc3n2)cc1,3.946860000000002,2.0399509894666124,0.6818453303066742,-8.0,2.3591157953914372
O=C(NCCC1=c2ccccc2=[NH+]C1)C1=CNN(c2ccc(F)cc2)[C@@H]1n1cccc1,0.1055000000000014,-2.848343706623337,0.5345244856990007,-9.8,4.2022875860179525
Cc1ccccc1[C@@H]1C[C@H]1C(=O)N(C)[C@@H]1CCCC[C@@H]1S(C)(=O)=O,2.912720000000001,-0.2598090981772149,0.8397236022894318,-8.2,3.676382180623107
CCC(CC)NS(=O)(=O)c1ccc2c(c1)CCC(=O)N2,2.0382,0.7472247892743737,0.8727799905974364,-7.3,2.326717473713117
